# GLAD-AZI - global azimuthal anisotropy model
# lon lat amplitude azimuth
21.0 89.0 0.002246 21.358824
22.0 89.0 0.002262 21.479346
23.0 89.0 0.002278 21.589738
24.0 89.0 0.002296 21.690570
25.0 89.0 0.002314 21.782299
26.0 89.0 0.002333 21.865529
27.0 89.0 0.002353 21.940828
28.0 89.0 0.002374 22.008787
29.0 89.0 0.002395 22.069943
30.0 89.0 0.002417 22.124834
31.0 89.0 0.002440 22.174050
32.0 89.0 0.002464 22.218327
33.0 89.0 0.002489 22.258218
34.0 89.0 0.002513 22.294323
35.0 89.0 0.002539 22.327132
36.0 89.0 0.002565 22.357393
37.0 89.0 0.002591 22.385557
38.0 89.0 0.002618 22.412105
39.0 89.0 0.002645 22.437703
40.0 89.0 0.002672 22.462765
41.0 89.0 0.002700 22.487665
42.0 89.0 0.002727 22.513063
43.0 89.0 0.002755 22.539172
44.0 89.0 0.002783 22.566651
45.0 89.0 0.002810 22.595682
46.0 89.0 0.002838 22.626796
47.0 89.0 0.002865 22.660265
48.0 89.0 0.002892 22.696286
49.0 89.0 0.002918 22.735414
50.0 89.0 0.002945 22.777998
51.0 89.0 0.002971 22.823821
52.0 89.0 0.002996 22.873427
53.0 89.0 0.003020 22.927238
54.0 89.0 0.003044 22.985311
55.0 89.0 0.003068 23.048033
56.0 89.0 0.003090 23.115441
57.0 89.0 0.003112 23.187666
58.0 89.0 0.003132 23.264994
59.0 89.0 0.003152 23.347676
60.0 89.0 0.003171 23.435718
61.0 89.0 0.003188 23.529171
62.0 89.0 0.003205 23.628426
63.0 89.0 0.003220 23.733363
64.0 89.0 0.003234 23.844238
65.0 89.0 0.003247 23.960970
66.0 89.0 0.003259 24.084032
67.0 89.0 0.003269 24.213245
68.0 89.0 0.003278 24.348869
69.0 89.0 0.003286 24.491028
70.0 89.0 0.003292 24.639820
71.0 89.0 0.003297 24.795176
72.0 89.0 0.003300 24.957279
73.0 89.0 0.003302 25.126302
74.0 89.0 0.003303 25.302419
75.0 89.0 0.003302 25.485829
76.0 89.0 0.003300 25.676610
77.0 89.0 0.003296 25.874471
78.0 89.0 0.003291 26.079960
79.0 89.0 0.003284 26.292544
80.0 89.0 0.003276 26.512880
81.0 89.0 0.003267 26.740900
82.0 89.0 0.003256 26.975928
83.0 89.0 0.003244 27.218137
84.0 89.0 0.003231 27.467604
85.0 89.0 0.003217 27.724781
86.0 89.0 0.003201 27.989167
87.0 89.0 0.003185 28.261160
88.0 89.0 0.003167 28.540207
89.0 89.0 0.003148 28.826430
90.0 89.0 0.003128 29.119705
91.0 89.0 0.003068 29.229295
92.0 89.0 0.003044 29.558266
93.0 89.0 0.003019 29.894967
94.0 89.0 0.002994 30.238993
95.0 89.0 0.002968 30.590469
96.0 89.0 0.002941 30.948776
97.0 89.0 0.002914 31.313692
98.0 89.0 0.002887 31.684805
99.0 89.0 0.002859 32.061184
100.0 89.0 0.002830 32.443387
101.0 89.0 0.002802 32.829613
102.0 89.0 0.002773 33.220363
103.0 89.0 0.002744 33.614151
104.0 89.0 0.002715 34.010898
105.0 89.0 0.002686 34.410036
106.0 89.0 0.002657 34.813685
107.0 89.0 0.002627 35.220051
108.0 89.0 0.002598 35.625232
109.0 89.0 0.002569 36.025995
110.0 89.0 0.002540 36.418043
111.0 89.0 0.002512 36.807818
112.0 89.0 0.002483 37.194415
113.0 89.0 0.002455 37.574184
114.0 89.0 0.002427 37.946587
115.0 89.0 0.002399 38.309928
116.0 89.0 0.002371 38.662831
117.0 89.0 0.002344 39.002295
118.0 89.0 0.002317 39.327424
119.0 89.0 0.002290 39.637111
120.0 89.0 0.002263 39.928820
121.0 89.0 0.002236 40.201191
122.0 89.0 0.002210 40.451218
123.0 89.0 0.002184 40.678091
124.0 89.0 0.002157 40.880577
125.0 89.0 0.002132 41.048231
126.0 89.0 0.002106 41.187038
127.0 89.0 0.002081 41.292982
128.0 89.0 0.002057 41.353236
129.0 89.0 0.002033 41.356934
130.0 89.0 0.002010 41.324671
131.0 89.0 0.001985 41.285469
132.0 89.0 0.001962 41.195698
133.0 89.0 0.001939 41.056022
134.0 89.0 0.001914 40.906701
135.0 89.0 0.001890 40.727802
136.0 89.0 0.001866 40.503660
137.0 89.0 0.001842 40.236630
138.0 89.0 0.001818 39.933440
139.0 89.0 0.001794 39.591012
140.0 89.0 0.001771 39.196845
141.0 89.0 0.001749 38.746034
142.0 89.0 0.001727 38.244262
143.0 89.0 0.001706 37.690780
144.0 89.0 0.001686 37.090902
145.0 89.0 0.001667 36.444446
146.0 89.0 0.001649 35.740976
147.0 89.0 0.001632 34.985779
148.0 89.0 0.001618 34.172904
149.0 89.0 0.001605 33.303667
150.0 89.0 0.001596 32.369836
151.0 89.0 0.001590 31.381994
152.0 89.0 0.001587 30.354813
153.0 89.0 0.001587 29.291823
154.0 89.0 0.001590 28.193873
155.0 89.0 0.001597 27.070957
156.0 89.0 0.001606 25.930053
157.0 89.0 0.001620 24.775921
158.0 89.0 0.001637 23.616749
159.0 89.0 0.001656 22.457635
160.0 89.0 0.001680 21.305043
161.0 89.0 0.001708 20.165994
162.0 89.0 0.001740 19.047303
163.0 89.0 0.001775 17.952844
164.0 89.0 0.001815 16.889341
165.0 89.0 0.001857 15.857361
166.0 89.0 0.001904 14.863769
167.0 89.0 0.001954 13.911179
168.0 89.0 0.002006 12.997549
169.0 89.0 0.002062 12.121248
170.0 89.0 0.002119 11.280326
171.0 89.0 0.002180 10.478365
172.0 89.0 0.002242 9.714903
173.0 89.0 0.002307 8.983612
174.0 89.0 0.002373 8.290312
175.0 89.0 0.002442 7.635934
176.0 89.0 0.002512 7.011856
177.0 89.0 0.002584 6.417529
178.0 89.0 0.002657 5.852140
179.0 89.0 0.002732 5.318045
